Algorithm,time,n,m,scenario
binary_search,1.28746032715e-05,2561,853,random
binary_search,3.09944152832e-05,5122,1706,aaa
binary_search,1.71661376953e-05,2571,856,random
binary_search,2.09808349609e-05,5142,1712,aaa
binary_search,1.59740447998e-05,2581,860,random
binary_search,2.19345092773e-05,5162,1720,aaa
binary_search,1.19209289551e-05,2591,863,random
binary_search,1.12056732178e-05,5182,1726,aaa
binary_search,1.00135803223e-05,2601,866,random
binary_search,1.09672546387e-05,5202,1732,aaa
binary_search,1.19209289551e-05,2611,870,random
binary_search,1.19209289551e-05,5222,1740,aaa
binary_search,1.19209289551e-05,2621,873,random
binary_search,1.4066696167e-05,5242,1746,aaa
binary_search,1.09672546387e-05,2631,876,random
binary_search,1.09672546387e-05,5262,1752,aaa
binary_search,1.21593475342e-05,2641,880,random
binary_search,1.19209289551e-05,5282,1760,aaa
binary_search,1.19209289551e-05,2651,883,random
binary_search,1.28746032715e-05,5302,1766,aaa
binary_search,1.09672546387e-05,2661,886,random
binary_search,1.19209289551e-05,5322,1772,aaa
binary_search,1.09672546387e-05,2671,890,random
binary_search,1.19209289551e-05,5342,1780,aaa
binary_search,1.09672546387e-05,2681,893,random
binary_search,1.09672546387e-05,5362,1786,aaa
binary_search,1.21593475342e-05,2691,896,random
binary_search,1.31130218506e-05,5382,1792,aaa
binary_search,1.21593475342e-05,2701,900,random
binary_search,1.09672546387e-05,5402,1800,aaa
binary_search,1.09672546387e-05,2711,903,random
binary_search,1.19209289551e-05,5422,1806,aaa
binary_search,1.21593475342e-05,2721,906,random
binary_search,2.19345092773e-05,5442,1812,aaa
binary_search,1.59740447998e-05,2731,910,random
binary_search,1.28746032715e-05,5462,1820,aaa
binary_search,2.40802764893e-05,2741,913,random
binary_search,2.40802764893e-05,5482,1826,aaa
binary_search,2.38418579102e-05,2751,916,random
binary_search,2.8133392334e-05,5502,1832,aaa
binary_search,2.28881835938e-05,2761,920,random
binary_search,1.38282775879e-05,5522,1840,aaa
binary_search,2.28881835938e-05,2771,923,random
binary_search,1.38282775879e-05,5542,1846,aaa
binary_search,1.50203704834e-05,2781,926,random
binary_search,2.19345092773e-05,5562,1852,aaa
binary_search,3.00407409668e-05,2791,930,random
binary_search,1.59740447998e-05,5582,1860,aaa
binary_search,1.31130218506e-05,2801,933,random
binary_search,1.71661376953e-05,5602,1866,aaa
binary_search,1.19209289551e-05,2811,936,random
binary_search,1.78813934326e-05,5622,1872,aaa
binary_search,1.31130218506e-05,2821,940,random
binary_search,2.19345092773e-05,5642,1880,aaa
binary_search,3.00407409668e-05,2831,943,random
binary_search,1.31130218506e-05,5662,1886,aaa
binary_search,2.47955322266e-05,2841,946,random
binary_search,1.50203704834e-05,5682,1892,aaa
binary_search,2.40802764893e-05,2851,950,random
binary_search,1.59740447998e-05,5702,1900,aaa
binary_search,4.19616699219e-05,2861,953,random
binary_search,1.50203704834e-05,5722,1906,aaa
binary_search,4.38690185547e-05,2871,956,random
binary_search,1.31130218506e-05,5742,1912,aaa
binary_search,1.28746032715e-05,2881,960,random
binary_search,1.50203704834e-05,5762,1920,aaa
binary_search,1.12056732178e-05,2891,963,random
binary_search,2.00271606445e-05,5782,1926,aaa
binary_search,1.38282775879e-05,2901,966,random
binary_search,1.8835067749e-05,5802,1932,aaa
binary_search,1.4066696167e-05,2911,970,random
binary_search,3.19480895996e-05,5822,1940,aaa
binary_search,1.31130218506e-05,2921,973,random
binary_search,2.19345092773e-05,5842,1946,aaa
binary_search,1.59740447998e-05,2931,976,random
binary_search,1.59740447998e-05,5862,1952,aaa
binary_search,1.50203704834e-05,2941,980,random
binary_search,1.28746032715e-05,5882,1960,aaa
binary_search,1.28746032715e-05,2951,983,random
binary_search,1.69277191162e-05,5902,1966,aaa
binary_search,1.19209289551e-05,2961,986,random
binary_search,1.28746032715e-05,5922,1972,aaa
binary_search,1.19209289551e-05,2971,990,random
binary_search,1.21593475342e-05,5942,1980,aaa
binary_search,1.09672546387e-05,2981,993,random
binary_search,1.21593475342e-05,5962,1986,aaa
binary_search,9.05990600586e-06,2991,996,random
binary_search,1.09672546387e-05,5982,1992,aaa
binary_search,2.28881835938e-05,3001,1000,random
binary_search,1.19209289551e-05,6002,2000,aaa
binary_search,1.19209289551e-05,3011,1003,random
binary_search,1.4066696167e-05,6022,2006,aaa
binary_search,1.12056732178e-05,3021,1006,random
binary_search,1.31130218506e-05,6042,2012,aaa
binary_search,1.28746032715e-05,3031,1010,random
binary_search,1.28746032715e-05,6062,2020,aaa
binary_search,1.38282775879e-05,3041,1013,random
binary_search,1.69277191162e-05,6082,2026,aaa
binary_search,1.28746032715e-05,3051,1016,random
binary_search,1.19209289551e-05,6102,2032,aaa
binary_search,1.19209289551e-05,3061,1020,random
binary_search,1.21593475342e-05,6122,2040,aaa
binary_search,1.19209289551e-05,3071,1023,random
binary_search,1.19209289551e-05,6142,2046,aaa
binary_search,1.00135803223e-05,3081,1026,random
binary_search,1.21593475342e-05,6162,2052,aaa
binary_search,1.19209289551e-05,3091,1030,random
binary_search,1.28746032715e-05,6182,2060,aaa
binary_search,1.19209289551e-05,3101,1033,random
binary_search,1.09672546387e-05,6202,2066,aaa
binary_search,1.19209289551e-05,3111,1036,random
binary_search,1.28746032715e-05,6222,2072,aaa
binary_search,1.19209289551e-05,3121,1040,random
binary_search,1.21593475342e-05,6242,2080,aaa
binary_search,1.19209289551e-05,3131,1043,random
binary_search,1.31130218506e-05,6262,2086,aaa
binary_search,2.00271606445e-05,3141,1046,random
binary_search,1.71661376953e-05,6282,2092,aaa
binary_search,1.81198120117e-05,3151,1050,random
binary_search,1.28746032715e-05,6302,2100,aaa
binary_search,1.12056732178e-05,3161,1053,random
binary_search,1.38282775879e-05,6322,2106,aaa
binary_search,1.19209289551e-05,3171,1056,random
binary_search,1.4066696167e-05,6342,2112,aaa
binary_search,1.31130218506e-05,3181,1060,random
binary_search,1.31130218506e-05,6362,2120,aaa
binary_search,1.21593475342e-05,3191,1063,random
binary_search,1.31130218506e-05,6382,2126,aaa
binary_search,1.00135803223e-05,3201,1066,random
binary_search,1.00135803223e-05,6402,2132,aaa
binary_search,1.21593475342e-05,3211,1070,random
binary_search,1.31130218506e-05,6422,2140,aaa
binary_search,1.21593475342e-05,3221,1073,random
binary_search,1.28746032715e-05,6442,2146,aaa
binary_search,1.19209289551e-05,3231,1076,random
binary_search,1.31130218506e-05,6462,2152,aaa
binary_search,1.09672546387e-05,3241,1080,random
binary_search,1.19209289551e-05,6482,2160,aaa
binary_search,1.19209289551e-05,3251,1083,random
binary_search,1.19209289551e-05,6502,2166,aaa
binary_search,1.09672546387e-05,3261,1086,random
binary_search,1.31130218506e-05,6522,2172,aaa
binary_search,1.19209289551e-05,3271,1090,random
binary_search,1.31130218506e-05,6542,2180,aaa
binary_search,1.09672546387e-05,3281,1093,random
binary_search,1.4066696167e-05,6562,2186,aaa
binary_search,1.09672546387e-05,3291,1096,random
binary_search,1.19209289551e-05,6582,2192,aaa
binary_search,1.00135803223e-05,3301,1100,random
binary_search,1.09672546387e-05,6602,2200,aaa
binary_search,1.19209289551e-05,3311,1103,random
binary_search,1.38282775879e-05,6622,2206,aaa
binary_search,1.19209289551e-05,3321,1106,random
binary_search,2.50339508057e-05,6642,2212,aaa
binary_search,1.50203704834e-05,3331,1110,random
binary_search,1.38282775879e-05,6662,2220,aaa
binary_search,1.59740447998e-05,3341,1113,random
binary_search,2.09808349609e-05,6682,2226,aaa
binary_search,1.31130218506e-05,3351,1116,random
binary_search,1.81198120117e-05,6702,2232,aaa
binary_search,1.50203704834e-05,3361,1120,random
binary_search,1.4066696167e-05,6722,2240,aaa
binary_search,1.21593475342e-05,3371,1123,random
binary_search,1.31130218506e-05,6742,2246,aaa
binary_search,1.31130218506e-05,3381,1126,random
binary_search,1.4066696167e-05,6762,2252,aaa
binary_search,1.09672546387e-05,3391,1130,random
binary_search,1.8835067749e-05,6782,2260,aaa
binary_search,1.19209289551e-05,3401,1133,random
binary_search,1.31130218506e-05,6802,2266,aaa
binary_search,1.12056732178e-05,3411,1136,random
binary_search,1.28746032715e-05,6822,2272,aaa
binary_search,1.09672546387e-05,3421,1140,random
binary_search,1.21593475342e-05,6842,2280,aaa
binary_search,1.19209289551e-05,3431,1143,random
binary_search,1.28746032715e-05,6862,2286,aaa
binary_search,1.19209289551e-05,3441,1146,random
binary_search,2.40802764893e-05,6882,2292,aaa
binary_search,1.4066696167e-05,3451,1150,random
binary_search,1.59740447998e-05,6902,2300,aaa
binary_search,1.19209289551e-05,3461,1153,random
binary_search,1.28746032715e-05,6922,2306,aaa
binary_search,1.21593475342e-05,3471,1156,random
binary_search,1.19209289551e-05,6942,2312,aaa
binary_search,1.31130218506e-05,3481,1160,random
binary_search,1.38282775879e-05,6962,2320,aaa
binary_search,1.12056732178e-05,3491,1163,random
binary_search,1.28746032715e-05,6982,2326,aaa
binary_search,1.09672546387e-05,3501,1166,random
binary_search,1.19209289551e-05,7002,2332,aaa
binary_search,1.19209289551e-05,3511,1170,random
binary_search,1.31130218506e-05,7022,2340,aaa
binary_search,1.09672546387e-05,3521,1173,random
binary_search,1.19209289551e-05,7042,2346,aaa
binary_search,1.19209289551e-05,3531,1176,random
binary_search,1.31130218506e-05,7062,2352,aaa
binary_search,1.09672546387e-05,3541,1180,random
binary_search,1.19209289551e-05,7082,2360,aaa
binary_search,1.09672546387e-05,3551,1183,random
binary_search,1.28746032715e-05,7102,2366,aaa
binary_search,1.09672546387e-05,3561,1186,random
binary_search,1.28746032715e-05,7122,2372,aaa
binary_search,1.19209289551e-05,3571,1190,random
binary_search,1.28746032715e-05,7142,2380,aaa
binary_search,1.21593475342e-05,3581,1193,random
binary_search,1.4066696167e-05,7162,2386,aaa
binary_search,1.21593475342e-05,3591,1196,random
binary_search,1.28746032715e-05,7182,2392,aaa
binary_search,1.00135803223e-05,3601,1200,random
binary_search,1.19209289551e-05,7202,2400,aaa
binary_search,1.09672546387e-05,3611,1203,random
binary_search,1.4066696167e-05,7222,2406,aaa
binary_search,1.19209289551e-05,3621,1206,random
binary_search,1.90734863281e-05,7242,2412,aaa
binary_search,1.28746032715e-05,3631,1210,random
binary_search,1.50203704834e-05,7262,2420,aaa
binary_search,1.59740447998e-05,3641,1213,random
binary_search,1.8835067749e-05,7282,2426,aaa
binary_search,1.28746032715e-05,3651,1216,random
binary_search,3.38554382324e-05,7302,2432,aaa
binary_search,1.8835067749e-05,3661,1220,random
binary_search,1.4066696167e-05,7322,2440,aaa
binary_search,1.19209289551e-05,3671,1223,random
binary_search,1.31130218506e-05,7342,2446,aaa
binary_search,1.09672546387e-05,3681,1226,random
binary_search,1.19209289551e-05,7362,2452,aaa
binary_search,1.09672546387e-05,3691,1230,random
binary_search,1.09672546387e-05,7382,2460,aaa
binary_search,1.12056732178e-05,3701,1233,random
binary_search,1.71661376953e-05,7402,2466,aaa
binary_search,1.19209289551e-05,3711,1236,random
binary_search,1.4066696167e-05,7422,2472,aaa
binary_search,1.12056732178e-05,3721,1240,random
binary_search,1.28746032715e-05,7442,2480,aaa
binary_search,1.09672546387e-05,3731,1243,random
binary_search,1.28746032715e-05,7462,2486,aaa
binary_search,1.28746032715e-05,3741,1246,random
binary_search,1.28746032715e-05,7482,2492,aaa
binary_search,1.19209289551e-05,3751,1250,random
binary_search,1.50203704834e-05,7502,2500,aaa
binary_search,2.50339508057e-05,3761,1253,random
binary_search,1.00135803223e-05,7522,2506,aaa
binary_search,2.00271606445e-05,3771,1256,random
binary_search,1.19209289551e-05,7542,2512,aaa
binary_search,1.09672546387e-05,3781,1260,random
binary_search,1.19209289551e-05,7562,2520,aaa
binary_search,1.19209289551e-05,3791,1263,random
binary_search,1.28746032715e-05,7582,2526,aaa
binary_search,1.19209289551e-05,3801,1266,random
binary_search,1.31130218506e-05,7602,2532,aaa
binary_search,1.19209289551e-05,3811,1270,random
binary_search,1.31130218506e-05,7622,2540,aaa
binary_search,1.19209289551e-05,3821,1273,random
binary_search,1.19209289551e-05,7642,2546,aaa
binary_search,1.21593475342e-05,3831,1276,random
binary_search,1.19209289551e-05,7662,2552,aaa
binary_search,1.21593475342e-05,3841,1280,random
binary_search,1.28746032715e-05,7682,2560,aaa
binary_search,1.21593475342e-05,3851,1283,random
binary_search,1.31130218506e-05,7702,2566,aaa
binary_search,1.19209289551e-05,3861,1286,random
binary_search,1.38282775879e-05,7722,2572,aaa
binary_search,1.21593475342e-05,3871,1290,random
binary_search,1.31130218506e-05,7742,2580,aaa
binary_search,1.19209289551e-05,3881,1293,random
binary_search,1.31130218506e-05,7762,2586,aaa
binary_search,1.09672546387e-05,3891,1296,random
binary_search,1.28746032715e-05,7782,2592,aaa
binary_search,1.09672546387e-05,3901,1300,random
binary_search,1.28746032715e-05,7802,2600,aaa
binary_search,1.19209289551e-05,3911,1303,random
binary_search,1.19209289551e-05,7822,2606,aaa
binary_search,1.19209289551e-05,3921,1306,random
binary_search,4.29153442383e-05,7842,2612,aaa
binary_search,2.19345092773e-05,3931,1310,random
binary_search,2.09808349609e-05,7862,2620,aaa
binary_search,3.19480895996e-05,3941,1313,random
binary_search,2.69412994385e-05,7882,2626,aaa
binary_search,1.28746032715e-05,3951,1316,random
binary_search,1.28746032715e-05,7902,2632,aaa
binary_search,1.19209289551e-05,3961,1320,random
binary_search,1.50203704834e-05,7922,2640,aaa
binary_search,1.19209289551e-05,3971,1323,random
binary_search,1.31130218506e-05,7942,2646,aaa
binary_search,1.31130218506e-05,3981,1326,random
binary_search,1.4066696167e-05,7962,2652,aaa
binary_search,1.19209289551e-05,3991,1330,random
binary_search,1.62124633789e-05,7982,2660,aaa
binary_search,1.38282775879e-05,4001,1333,random
binary_search,1.28746032715e-05,8002,2666,aaa
binary_search,1.38282775879e-05,4011,1336,random
binary_search,1.4066696167e-05,8022,2672,aaa
binary_search,1.19209289551e-05,4021,1340,random
binary_search,1.4066696167e-05,8042,2680,aaa
binary_search,1.19209289551e-05,4031,1343,random
binary_search,1.28746032715e-05,8062,2686,aaa
binary_search,1.28746032715e-05,4041,1346,random
binary_search,1.31130218506e-05,8082,2692,aaa
binary_search,1.21593475342e-05,4051,1350,random
binary_search,1.31130218506e-05,8102,2700,aaa
binary_search,1.69277191162e-05,4061,1353,random
binary_search,1.38282775879e-05,8122,2706,aaa
binary_search,2.09808349609e-05,4071,1356,random
binary_search,1.4066696167e-05,8142,2712,aaa
binary_search,1.31130218506e-05,4081,1360,random
binary_search,1.4066696167e-05,8162,2720,aaa
binary_search,1.31130218506e-05,4091,1363,random
binary_search,1.4066696167e-05,8182,2726,aaa
binary_search,1.19209289551e-05,4101,1366,random
binary_search,1.50203704834e-05,8202,2732,aaa
binary_search,1.38282775879e-05,4111,1370,random
binary_search,1.50203704834e-05,8222,2740,aaa
binary_search,1.28746032715e-05,4121,1373,random
binary_search,3.38554382324e-05,8242,2746,aaa
binary_search,1.71661376953e-05,4131,1376,random
binary_search,1.62124633789e-05,8262,2752,aaa
binary_search,1.4066696167e-05,4141,1380,random
binary_search,1.50203704834e-05,8282,2760,aaa
binary_search,1.19209289551e-05,4151,1383,random
binary_search,1.8835067749e-05,8302,2766,aaa
binary_search,1.4066696167e-05,4161,1386,random
binary_search,1.50203704834e-05,8322,2772,aaa
binary_search,1.31130218506e-05,4171,1390,random
binary_search,1.81198120117e-05,8342,2780,aaa
binary_search,1.31130218506e-05,4181,1393,random
binary_search,1.50203704834e-05,8362,2786,aaa
binary_search,1.19209289551e-05,4191,1396,random
binary_search,1.19209289551e-05,8382,2792,aaa
binary_search,2.21729278564e-05,4201,1400,random
binary_search,1.59740447998e-05,8402,2800,aaa
binary_search,1.4066696167e-05,4211,1403,random
binary_search,1.4066696167e-05,8422,2806,aaa
binary_search,1.31130218506e-05,4221,1406,random
binary_search,1.4066696167e-05,8442,2812,aaa
binary_search,1.09672546387e-05,4231,1410,random
binary_search,1.4066696167e-05,8462,2820,aaa
binary_search,1.19209289551e-05,4241,1413,random
binary_search,2.09808349609e-05,8482,2826,aaa
binary_search,1.4066696167e-05,4251,1416,random
binary_search,1.50203704834e-05,8502,2832,aaa
binary_search,1.50203704834e-05,4261,1420,random
binary_search,2.121925354e-05,8522,2840,aaa
binary_search,1.59740447998e-05,4271,1423,random
binary_search,1.50203704834e-05,8542,2846,aaa
binary_search,1.50203704834e-05,4281,1426,random
binary_search,1.71661376953e-05,8562,2852,aaa
binary_search,1.59740447998e-05,4291,1430,random
binary_search,1.78813934326e-05,8582,2860,aaa
binary_search,1.28746032715e-05,4301,1433,random
binary_search,1.4066696167e-05,8602,2866,aaa
binary_search,1.19209289551e-05,4311,1436,random
binary_search,1.59740447998e-05,8622,2872,aaa
binary_search,1.19209289551e-05,4321,1440,random
binary_search,1.50203704834e-05,8642,2880,aaa
binary_search,1.28746032715e-05,4331,1443,random
binary_search,1.59740447998e-05,8662,2886,aaa
binary_search,1.4066696167e-05,4341,1446,random
binary_search,1.69277191162e-05,8682,2892,aaa
binary_search,1.31130218506e-05,4351,1450,random
binary_search,1.50203704834e-05,8702,2900,aaa
binary_search,1.31130218506e-05,4361,1453,random
binary_search,5.19752502441e-05,8722,2906,aaa
binary_search,1.78813934326e-05,4371,1456,random
binary_search,2.50339508057e-05,8742,2912,aaa
binary_search,1.47819519043e-05,4381,1460,random
binary_search,1.4066696167e-05,8762,2920,aaa
binary_search,1.50203704834e-05,4391,1463,random
binary_search,1.50203704834e-05,8782,2926,aaa
binary_search,2.19345092773e-05,4401,1466,random
binary_search,2.50339508057e-05,8802,2932,aaa
binary_search,2.31266021729e-05,4411,1470,random
binary_search,1.50203704834e-05,8822,2940,aaa
binary_search,1.4066696167e-05,4421,1473,random
binary_search,1.62124633789e-05,8842,2946,aaa
binary_search,1.50203704834e-05,4431,1476,random
binary_search,1.8835067749e-05,8862,2952,aaa
binary_search,1.19209289551e-05,4441,1480,random
binary_search,1.69277191162e-05,8882,2960,aaa
binary_search,1.31130218506e-05,4451,1483,random
binary_search,1.71661376953e-05,8902,2966,aaa
binary_search,2.19345092773e-05,4461,1486,random
binary_search,1.59740447998e-05,8922,2972,aaa
binary_search,1.28746032715e-05,4471,1490,random
binary_search,1.38282775879e-05,8942,2980,aaa
binary_search,1.50203704834e-05,4481,1493,random
binary_search,1.78813934326e-05,8962,2986,aaa
binary_search,1.31130218506e-05,4491,1496,random
binary_search,2.09808349609e-05,8982,2992,aaa
binary_search,1.4066696167e-05,4501,1500,random
binary_search,1.59740447998e-05,9002,3000,aaa
binary_search,1.71661376953e-05,4511,1503,random
binary_search,1.71661376953e-05,9022,3006,aaa
binary_search,1.50203704834e-05,4521,1506,random
binary_search,1.50203704834e-05,9042,3012,aaa
binary_search,1.59740447998e-05,4531,1510,random
binary_search,1.59740447998e-05,9062,3020,aaa
binary_search,1.62124633789e-05,4541,1513,random
binary_search,3.88622283936e-05,9082,3026,aaa
binary_search,1.59740447998e-05,4551,1516,random
binary_search,2.09808349609e-05,9102,3032,aaa
binary_search,1.78813934326e-05,4561,1520,random
binary_search,1.38282775879e-05,9122,3040,aaa
binary_search,1.4066696167e-05,4571,1523,random
binary_search,1.50203704834e-05,9142,3046,aaa
binary_search,1.28746032715e-05,4581,1526,random
binary_search,1.4066696167e-05,9162,3052,aaa
binary_search,1.4066696167e-05,4591,1530,random
binary_search,1.4066696167e-05,9182,3060,aaa
binary_search,1.38282775879e-05,4601,1533,random
binary_search,1.50203704834e-05,9202,3066,aaa
binary_search,1.28746032715e-05,4611,1536,random
binary_search,1.31130218506e-05,9222,3072,aaa
binary_search,1.4066696167e-05,4621,1540,random
binary_search,1.59740447998e-05,9242,3080,aaa
binary_search,1.38282775879e-05,4631,1543,random
binary_search,1.50203704834e-05,9262,3086,aaa
binary_search,1.4066696167e-05,4641,1546,random
binary_search,1.50203704834e-05,9282,3092,aaa
binary_search,1.4066696167e-05,4651,1550,random
binary_search,1.4066696167e-05,9302,3100,aaa
binary_search,1.28746032715e-05,4661,1553,random
binary_search,1.31130218506e-05,9322,3106,aaa
binary_search,1.21593475342e-05,4671,1556,random
binary_search,1.4066696167e-05,9342,3112,aaa
binary_search,1.4066696167e-05,4681,1560,random
binary_search,1.50203704834e-05,9362,3120,aaa
binary_search,1.31130218506e-05,4691,1563,random
binary_search,1.4066696167e-05,9382,3126,aaa
binary_search,1.09672546387e-05,4701,1566,random
binary_search,1.19209289551e-05,9402,3132,aaa
binary_search,1.19209289551e-05,4711,1570,random
binary_search,1.4066696167e-05,9422,3140,aaa
binary_search,1.19209289551e-05,4721,1573,random
binary_search,1.31130218506e-05,9442,3146,aaa
binary_search,1.00135803223e-05,4731,1576,random
binary_search,1.28746032715e-05,9462,3152,aaa
binary_search,1.78813934326e-05,4741,1580,random
binary_search,1.59740447998e-05,9482,3160,aaa
binary_search,3.981590271e-05,4751,1583,random
binary_search,2.19345092773e-05,9502,3166,aaa
binary_search,1.69277191162e-05,4761,1586,random
binary_search,1.4066696167e-05,9522,3172,aaa
binary_search,1.4066696167e-05,4771,1590,random
binary_search,1.4066696167e-05,9542,3180,aaa
binary_search,1.31130218506e-05,4781,1593,random
binary_search,1.4066696167e-05,9562,3186,aaa
binary_search,1.50203704834e-05,4791,1596,random
binary_search,1.50203704834e-05,9582,3192,aaa
binary_search,1.28746032715e-05,4801,1600,random
binary_search,1.28746032715e-05,9602,3200,aaa
binary_search,1.28746032715e-05,4811,1603,random
binary_search,1.31130218506e-05,9622,3206,aaa
binary_search,1.4066696167e-05,4821,1606,random
binary_search,1.4066696167e-05,9642,3212,aaa
binary_search,1.4066696167e-05,4831,1610,random
binary_search,1.59740447998e-05,9662,3220,aaa
binary_search,1.31130218506e-05,4841,1613,random
binary_search,1.50203704834e-05,9682,3226,aaa
binary_search,1.31130218506e-05,4851,1616,random
binary_search,1.50203704834e-05,9702,3232,aaa
binary_search,1.31130218506e-05,4861,1620,random
binary_search,1.59740447998e-05,9722,3240,aaa
binary_search,1.28746032715e-05,4871,1623,random
binary_search,3.09944152832e-05,9742,3246,aaa
binary_search,1.31130218506e-05,4881,1626,random
binary_search,1.50203704834e-05,9762,3252,aaa
binary_search,1.28746032715e-05,4891,1630,random
binary_search,3.50475311279e-05,9782,3260,aaa
binary_search,1.59740447998e-05,4901,1633,random
binary_search,1.81198120117e-05,9802,3266,aaa
binary_search,2.00271606445e-05,4911,1636,random
binary_search,2.00271606445e-05,9822,3272,aaa
binary_search,2.09808349609e-05,4921,1640,random
binary_search,2.59876251221e-05,9842,3280,aaa
binary_search,1.31130218506e-05,4931,1643,random
binary_search,2.09808349609e-05,9862,3286,aaa
binary_search,2.00271606445e-05,4941,1646,random
binary_search,3.40938568115e-05,9882,3292,aaa
binary_search,1.50203704834e-05,4951,1650,random
binary_search,1.78813934326e-05,9902,3300,aaa
binary_search,1.4066696167e-05,4961,1653,random
binary_search,1.59740447998e-05,9922,3306,aaa
binary_search,1.4066696167e-05,4971,1656,random
binary_search,1.69277191162e-05,9942,3312,aaa
binary_search,3.09944152832e-05,4981,1660,random
binary_search,1.81198120117e-05,9962,3320,aaa
binary_search,2.09808349609e-05,4991,1663,random
binary_search,1.59740447998e-05,9982,3326,aaa
binary_search,1.38282775879e-05,5001,1666,random
binary_search,1.38282775879e-05,10002,3332,aaa
binary_search,1.4066696167e-05,5011,1670,random
binary_search,1.78813934326e-05,10022,3340,aaa
binary_search,1.50203704834e-05,5021,1673,random
binary_search,1.50203704834e-05,10042,3346,aaa
binary_search,1.4066696167e-05,5031,1676,random
binary_search,1.50203704834e-05,10062,3352,aaa
binary_search,1.4066696167e-05,5041,1680,random
binary_search,1.69277191162e-05,10082,3360,aaa
binary_search,1.31130218506e-05,5051,1683,random
binary_search,2.00271606445e-05,10102,3366,aaa
